Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Austria,AUT,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.959179997,0.958989978,0.95115,0.948189974,0.944750011,0.95152998,0.959959984,0.960120022,0.957260013,0.954339981,0.96006,0.960910022,0.960229993,0.960529983,0.954280019
Austria,AUT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,96.73631287,96.9832077,96.62075043,96.91327667,96.78053284,97.95652008,98.36995697,97.72785187,97.25804901,97.30509949,96.79978943,96.18804932,95.75382996,96.90052032,96.92626953
Austria,AUT,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,100.8532715,101.131073,101.5832138,102.2083817,102.4403076,102.9459076,102.4730377,101.7868881,101.6002502,101.9607315,100.826973,100.1014328,99.71993256,100.8822708,101.5699387
Austria,AUT,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.082329988,1.12270999,1.158210039,1.169589996,1.183490038,1.198119998,1.206429958,1.199059963,1.179029942,1.176290035,1.170019984,1.182569981,1.198639989,1.206210017,1.203480005
Austria,AUT,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,58.85665894,60.16265869,50.01845932,50.1242981,51.24232864,52.16941833,54.12340927,55.95063019,60.84518051,65.7215271,74.21417999,77.05847168,79.00322723,88.104599,87.60204315
Austria,AUT,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,54.37963104,53.58699036,43.18597031,42.85646057,43.29761124,43.54257965,44.86262894,46.66220856,51.60634995,55.87200928,63.42990112,65.16161346,65.91094971,73.04258728,72.79084015
Austria,AUT,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,47.7111702,47.71102905,47.5289917,47.45914078,47.36296082,47.52550888,47.72465897,47.76726913,47.71157074,47.63605118,47.76895142,47.75867844,47.78802872,47.86848068,47.79124832
Austria,AUT,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,..,..,59.72898102,59.86175919,60.83470154,61.19771957,61.70682907,61.93835831,61.81645966,62.25033951,62.7748909,63.27421188,63.61486816,63.8657608,64.64916992
Austria,AUT,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,29129,28822,28397,29239,29044,29274,29017,29179,29743,29957,30204,30565.95508,30533.42383
Austria,AUT,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,72392,72629,71954,71135,71548,71710,72856,74202,74576,74754,74426,73036,72563.64844
Austria,AUT,"Teachers in secondary education, female (number)",SE.SEC.TCHR.FE,..,..,43239,43477,43773,43533,44150,44416,45037,46191,46815,47300,47346,46645,46911.80078
Austria,AUT,Unemployment with primary education (% of total unemployment),SL.UEM.PRIM.ZS,36,34.5,32.29999924,35,35.09999847,35.09999847,34.90000153,36.09999847,36,34.20000076,31.29999924,32.79999924,31.5,29.79999924,29.70000076
Austria,AUT,"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,39.20000076,38.09999847,36,39.29999924,39.20000076,35.5,35.20000076,37.79999924,38.59999847,36,31.70000076,32.90000153,31.79999924,30,30.60000038
Austria,AUT,"Unemployment with primary education, male (% of male unemployment)",SL.UEM.PRIM.MA.ZS,33.59999847,31.5,29.60000038,32.09999847,31.70000076,34.70000076,34.70000076,34.5,33.5,32.79999924,31,32.79999924,31.29999924,29.60000038,29
Austria,AUT,Unemployment with secondary education (% of total unemployment),SL.UEM.SECO.ZS,56.70000076,58.20000076,61.29999924,56.29999924,54.20000076,55.20000076,55.29999924,54.09999847,55.90000153,56.5,58.70000076,56.20000076,58.79999924,56.79999924,48.09999847
Austria,AUT,"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,53.5,54,56.79999924,51.40000153,51.70000076,55.09999847,54.5,52.29999924,53.59999847,52.79999924,57.5,54.79999924,57.09999847,54.29999924,44.79999924
Austria,AUT,"Unemployment with secondary education, male (% of male unemployment)",SL.UEM.SECO.MA.ZS,59.09999847,61.70000076,64.69999695,59.70000076,56.29999924,55.20000076,56.09999847,55.79999924,58.20000076,59.5,59.59999847,57.40000153,60.09999847,59,50.79999924
Austria,AUT,Unemployment with tertiary education (% of total unemployment),SL.UEM.TERT.ZS,7.300000191,7.300000191,6.400000095,8.5,10.69999981,9.699999809,9.800000191,9.800000191,8.100000381,9.199999809,10,10.89999962,9.699999809,13.39999962,22.10000038
Austria,AUT,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,7.300000191,8,7.300000191,9.300000191,9.100000381,9.399999619,10.30000019,9.899999619,7.800000191,11.19999981,10.80000019,12.30000019,11,15.80000019,24.70000076
Austria,AUT,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,7.199999809,6.800000191,5.800000191,8,12.10000038,10,9.199999809,9.699999809,8.300000191,7.699999809,9.399999619,9.800000191,8.600000381,11.39999962,20.20000076
Belgium,BEL,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,773742,771889,767787,761730,747111,738580,732808,732411,733052,731603,731761,736062,744331,764137,773568
Belgium,BEL,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,1057536,1125256,1149329,1180028,805778,814539,821996,825293,817258,810411,805880,802659,793767,1206574,1210112
Belgium,BEL,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,32.20000076,30.60000038,29.70000076,29.10000038,27.60000038,22.89999962,22.39999962,21.39999962,20.39999962,19.39999962,19.89999962,18.89999962,18.29999924,17.79999924,19.5
Belgium,BEL,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,27,26.20000076,25.10000038,24.70000076,24,19.5,19,18.70000076,17.60000038,16.39999962,16.79999924,15.69999981,15,14.80000019,16.10000038
Belgium,BEL,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,36.09999847,33.90000153,33.20000076,32.40000153,30.5,25.5,25.20000076,23.70000076,22.70000076,21.89999962,22.39999962,21.60000038,21,20.39999962,22.5
Belgium,BEL,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,35.90000153,36.5,37.29999924,38.09999847,37.70000076,39,38.79999924,39.29999924,40.70000076,40.5,38.70000076,39.70000076,39.29999924,40,39
Belgium,BEL,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,36.5,36,36.79999924,38.20000076,36.90000153,38,37.59999847,37.40000153,38.90000153,38.70000076,36.79999924,37.90000153,37.20000076,38,36.40000153
Belgium,BEL,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,35.5,36.79999924,37.59999847,38,38.29999924,39.70000076,39.70000076,40.79999924,42.09999847,42,40.29999924,41.09999847,41,41.79999924,41.20000076
Belgium,BEL,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,31.89999962,32.90000153,33,32.79999924,34.70000076,35.29999924,36.09999847,36.40000153,36.5,37.70000076,38.90000153,38.90000153,39.79999924,39.79999924,41.5
Belgium,BEL,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,36.5,37.79999924,38.09999847,37,39.09999847,40.09999847,41,41.5,41.40000153,42.90000153,44.29999924,44.29999924,45.70000076,45.40000153,47.5
Belgium,BEL,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,28.39999962,29.29999924,29.20000076,29.60000038,31.20000076,31.5,32.20000076,32.40000153,32.5,33.5,34.40000153,34.29999924,34.90000153,35,36.29999924
Belgium,BEL,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.64036942,48.64818954,48.67235184,48.65766144,48.81042099,48.81475067,48.81209946,48.89891052,48.91617966,48.87377167,48.86418152,48.83311081,48.7711792,48.91923904,48.89757919
Belgium,BEL,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,78.29676056,78.08757019,78.9074173,77.69824982,78.09188843,78.67543793,79.32006073,79.75006866,80.3046875,80.58110046,80.98677826,81.02548981,81.29467773,81.60289001,81.70894623
Belgium,BEL,Pupil-teacher ratio in pre-primary education (headcount basis),SE.PRE.ENRL.TC.ZS,..,14.78003979,14.61814022,14.33014965,13.8968401,14.25796986,14.02050018,13.9408102,13.80387974,13.83705997,13.92133045,13.91456985,13.92234039,13.57944012,13.42901039
Belgium,BEL,Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,11.98281002,12.13166046,11.94293022,11.87882996,11.57306957,11.49040031,11.28316975,11.20271015,11.1789999,11.14093971,11.03429031,11.18924046,11.2028904,11.14291954,11.23946953
Belgium,BEL,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,10.05712032,10.34671021,10.57116985,..,..,..,..,..,..,..,..,..,..,9.448060036,9.423589706
Belgium,BEL,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.993719995,0.993160009,0.992640018,0.990999997,0.996299982,0.995760024,0.994880021,0.997569978,0.998279989,0.997340024,0.998430014,0.999199986,0.996670008,1.002310038,1.001270056
Belgium,BEL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.054299951,1.061329961,1.066059947,1.055960059,0.980989993,0.980579972,0.980920017,0.980430007,0.982850015,0.984089971,0.984070003,0.983370006,0.985310018,1.082870007,1.080659986
Belgium,BEL,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,104.5224915,103.874939,103.0294037,102.2460785,101.1244736,101.005188,101.5734406,102.6653824,103.4325485,103.3822479,103.1826096,103.1462479,103.373558,105.2440414,104.9221802
Belgium,BEL,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,99.1384964,99.16847992,98.92886353,98.06674957,96.80876923,96.68186951,97.23873901,98.42507935,99.04128265,99.00769806,98.77330017,98.82689667,99.08628082,99.05136108,98.85163116
Belgium,BEL,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,105.1830368,104.5904617,103.7931366,103.1750031,101.5003128,101.4349518,102.0957565,102.9150085,103.6104584,103.6584091,103.3451233,103.2291031,103.7188568,105.0014114,104.7894669
Belgium,BEL,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,98.97754669,99.05703735,98.82141876,98.04250336,96.40303802,96.27121735,96.99436188,97.95252991,98.56825256,98.62876129,98.30618286,98.3184433,98.76157379,98.7067337,98.71250153
Belgium,BEL,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.100739956,1.110960007,1.118180037,1.100219965,0.967040002,0.967090011,0.968729973,0.965499997,0.969210029,0.972280025,0.971199989,0.969030023,0.974720001,1.136340022,1.133890033
Belgium,BEL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,151.7825623,162.072464,164.7676697,166.7538757,106.0678635,106.5007935,106.7410889,105.9365082,104.7141113,104.1794891,104.2077713,104.7705383,104.9207764,173.7373352,175.3804932
Belgium,BEL,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,83.84471893,84.13752747,..,..,..,..,..,..,..,95.38101196,95.67938232
Belgium,BEL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,137.8910675,145.8854218,147.3536682,151.563736,109.6833801,110.1247406,110.1866837,109.7221832,108.040741,107.1494064,107.2979584,108.1194,107.6414566,152.8916779,154.6709747
Belgium,BEL,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..,..,..,..,87.61636353,87.12214661,..,..,..,..,..,..,..,94.45587158,94.90775299
Belgium,BEL,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.12330997,1.151010036,1.163429976,1.175150037,1.196720004,1.226480007,1.242589951,1.253610015,1.25759995,1.245929956,1.266289949,1.272729993,1.287179947,1.301319957,1.310260057
Belgium,BEL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,60.93785858,62.39395142,63.64797974,64.75656128,66.81352997,67.74344635,68.76657104,68.35978699,69.29573059,72.44486237,75.79071808,78.2321167,80.35176086,81.95812225,83.36136627
Belgium,BEL,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,54.24829102,54.20780945,54.70738983,55.10507965,55.83071136,55.23421097,55.34117889,54.53018951,55.10152054,58.14535141,59.85266876,61.4681282,62.42443848,62.98083115,63.62202072
Belgium,BEL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.2322998,51.42562866,51.64196014,51.26005173,48.03195953,48.01955032,48.05437088,48.03009033,48.15444183,48.23725128,48.20172119,48.13439178,48.31896973,52.16970062,52.10665894
Belgium,BEL,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,57.30506897,58.00009155,58.56809998,..,..,..,..,..,..,..,..,..,..,62.423069,62.64863968
Belgium,BEL,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,64571,63626,64288,64125,64556,64278,64947,65378,65574,65668,66317,65783,66441,68576,68826
Belgium,BEL,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,105153,108755,108723,..,..,..,..,..,..,..,..,..,..,127706,128413
Belgium,BEL,"Teachers in secondary education, female (number)",SE.SEC.TCHR.FE,60258,63078,63677,..,..,..,..,..,..,..,..,..,..,79718,80449
Belgium,BEL,Unemployment with primary education (% of total unemployment),SL.UEM.PRIM.ZS,50.09999847,53.70000076,48.09999847,44.09999847,45,35,34.79999924,33.90000153,33.90000153,31.39999962,33.40000153,34.90000153,32,31.89999962,37.09999847
Belgium,BEL,"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,45.90000153,45.90000153,45.09999847,38.70000076,41.40000153,33.5,31.20000076,31.29999924,30.60000038,27.89999962,29.89999962,30.10000038,27.39999962,27.39999962,31.5
Belgium,BEL,"Unemployment with primary education, male (% of male unemployment)",SL.UEM.PRIM.MA.ZS,55,60.79999924,51,48.5,48.5,36.40000153,38.40000153,36.5,37.09999847,34.5,36.40000153,39,35.59999847,35.59999847,41.29999924
Belgium,BEL,Unemployment with secondary education (% of total unemployment),SL.UEM.SECO.ZS,37,29.70000076,35.29999924,39.59999847,37.70000076,39.29999924,38.20000076,40,40.40000153,41.29999924,37.90000153,37.59999847,40.40000153,39,40.20000076
Belgium,BEL,"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,40.29999924,35.5,37.09999847,44.20000076,40.79999924,41.29999924,40.5,42.90000153,44,42.70000076,40.79999924,40.90000153,43.29999924,39.79999924,40.40000153
Belgium,BEL,"Unemployment with secondary education, male (% of male unemployment)",SL.UEM.SECO.MA.ZS,33.20000076,24.39999962,33.5,35.90000153,34.79999924,37.20000076,35.90000153,37.09999847,37.09999847,40.09999847,35.5,34.90000153,38,38.40000153,40.09999847
Belgium,BEL,Unemployment with tertiary education (% of total unemployment),SL.UEM.TERT.ZS,12.89999962,16.60000038,16.60000038,16.29999924,17.29999924,18.39999962,19.70000076,18.39999962,19,21.39999962,20.89999962,20.60000038,20.79999924,23.20000076,22.70000076
Belgium,BEL,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,13.80000019,18.60000038,17.79999924,17.10000038,17.89999962,19.20000076,21.79999924,19,20.10000038,24.39999962,24.10000038,23.5,24.10000038,28.70000076,28.20000076
Belgium,BEL,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,11.80000019,14.80000019,15.5,15.60000038,16.70000076,17.60000038,17.60000038,17.79999924,17.89999962,18.79999924,18,18.20000076,18,18.70000076,18.60000038
Bulgaria,BGR,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,392876,374361,349616,333016,314221,290017,273045,267584,262701,261007,260340,255086,252372,253675,258840
Bulgaria,BGR,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,696073,695474,693289,707251,704678,685640,662510,633343,593321,554835,531980,523355,503786,519569,518914
Bulgaria,BGR,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,24.70000076,21.70000076,21.79999924,20.60000038,20.70000076,19.29999924,17,15.80000019,15.89999962,15.5,14.19999981,13.39999962,12.80000019,12.5,13.69999981
Bulgaria,BGR,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,21.79999924,19.20000076,19.29999924,17.79999924,18.5,17,15.10000038,14.5,14.30000019,13.80000019,12.69999981,12.10000038,11.5,10.89999962,11.80000019
Bulgaria,BGR,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,27.10000038,24,24,23.10000038,22.60000038,21.39999962,18.70000076,17,17.29999924,17,15.5,14.5,14,13.89999962,15.39999962
Bulgaria,BGR,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,54.90000153,55.09999847,55.29999924,55.29999924,54.79999924,55.90000153,58.29999924,59.29999924,58.90000153,58.70000076,59.79999924,60,60.09999847,58.90000153,56.70000076
Bulgaria,BGR,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,52.90000153,52.09999847,52,52.20000076,51,51.79999924,53.90000153,54.5,54.40000153,53.90000153,54.20000076,54.09999847,54.20000076,52.90000153,50.70000076
Bulgaria,BGR,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,56.59999847,57.70000076,58.20000076,58,58.09999847,59.40000153,62.20000076,63.5,62.79999924,62.90000153,64.80000305,65.19999695,65.30000305,64.09999847,61.79999924
Bulgaria,BGR,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,20.39999962,23.20000076,22.89999962,23.39999962,23.70000076,24.10000038,24.20000076,24.29999924,24.60000038,25.29999924,25.60000038,26.20000076,26.60000038,28.10000038,29.60000038
Bulgaria,BGR,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,25.20000076,28.70000076,28.70000076,29.39999962,29.79999924,30.5,30.5,30.5,30.79999924,31.89999962,32.79999924,33.5,33.79999924,35.59999847,37.5
Bulgaria,BGR,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,16.29999924,18.29999924,17.79999924,18.10000038,18.29999924,18.5,18.5,18.89999962,19.20000076,19.60000038,19.20000076,19.79999924,20.29999924,21.60000038,22.70000076
Bulgaria,BGR,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.11899948,48.08486938,48.21403885,48.23522186,48.28162003,48.3523407,48.28837967,48.33921051,48.50001144,48.55884933,48.47584152,48.40485001,48.29972839,48.29211044,48.34144974
Bulgaria,BGR,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,90.90558624,91.54103851,91.95729065,92.27326965,92.55943298,92.82157135,93.06018829,93.29958344,93.46629333,93.7313385,93.93348694,94.17442322,94.13347626,94.3216629,94.39572144
Bulgaria,BGR,Pupil-teacher ratio in pre-primary education (headcount basis),SE.PRE.ENRL.TC.ZS,11.27836037,11.43006039,11.41059017,11.76673031,11.49662971,11.48244953,11.45730972,11.44766998,11.43056965,11.8016901,12.02208042,12.29878044,12.49293041,12.69734001,12.82017994
Bulgaria,BGR,Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,16.82984924,17.69108009,16.81735992,17.13133049,16.74773026,16.22653961,15.71210957,15.93710995,16.07126999,17.31389999,17.49008942,17.46208,17.41818047,17.63101006,17.73362923
Bulgaria,BGR,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,11.85531998,12.16586971,12.07715034,12.30836964,12.23208046,11.97562027,11.74475956,11.55461025,11.47622967,11.98892021,12.08111954,12.29773998,12.32203007,13.04041004,13.22949982
Bulgaria,BGR,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.972840011,0.974439979,0.97973001,0.981100023,0.984059989,0.988780022,0.988919973,0.992820024,1.000440001,1.003409982,1.000380039,0.997860014,0.994579971,0.99375999,0.99357003
Bulgaria,BGR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.976580024,0.977219999,0.977519989,0.976989985,0.96724999,0.966099977,0.96697998,0.968240023,0.976800025,0.976369977,0.969869971,0.965759993,0.969190001,0.966780007,0.974590003
Bulgaria,BGR,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,102.8519211,104.3947525,103.8844833,104.8546295,104.2486725,100.6105728,98.07785034,100.0030899,101.5591431,103.1068192,103.6532669,101.3885422,99.84845734,99.05397034,98.74990845
Bulgaria,BGR,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,95.14543152,95.80184937,94.83055115,95.02722168,95.16243744,91.99951172,90.5521698,93.89225769,96.33171844,98.03520966,97.96183777,97.28780365,95.56929779,95.17848969,95.04699707
Bulgaria,BGR,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,105.7232132,107.1335983,106.0333786,106.874939,105.9373398,101.7526321,99.1767807,100.7264709,101.5149536,102.7559204,103.6142731,101.6057816,100.3924103,99.67552185,99.38900757
Bulgaria,BGR,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,96.95893097,97.64399719,95.96602631,95.83188629,95.73668671,92.41951752,91.01834869,94.01773834,95.81156921,97.00485992,97.61013794,96.9019165,95.50270081,95.16326141,94.81919098
Bulgaria,BGR,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.978500009,0.978690028,0.976409972,0.975090027,0.95994997,0.956820011,0.958249986,0.958249986,0.966780007,0.964209974,0.955569983,0.95065999,0.956860006,0.953869998,0.965250015
Bulgaria,BGR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,91.53209686,92.54621887,94.11856079,85.77174377,87.52918243,88.4061203,89.3766098,89.69117737,89.04165649,87.85047913,88.31575012,90.76320648,91.06906891,96.47841644,99.04419708
